Source: Keine befreiende Novelle für Tymoshenko durch das Parlament|Result: no <unk> amendment to the european parliament 's legislative proposals <eos>|Target: Parliament Does Not Support Amendment Freeing Tymoshenko
Source: Soweit der Europa-Antrag der Bedeutsamkeit der"deutsch-französischen Freundschaft" einen Paragraphen widmet, ruft Angela Merkel Frankreich nicht auf den Plan.|Result: as far as the <unk> of the " franco - german friendship " is concerned , angela merkel does not call france on the plan . <eos>|Target: Although the motion on Europe devotes a paragraph to the importance of "Franco-German friendship," Angela Merkel did not mention France.
Source: Zumindest nicht direkt.|Result: at least not directly . <eos>|Target: Except when in a hole.
Source: Denn dies erinnert daran, dass Leipzig vor zwei Jahrhunderten im Mittelpunkt einer blutigen Schlacht stand.|Result: this is because it reminds us that leipzig was at the centre of a bloody battle two centuries ago . <eos>|Target: Recalling that two centuries ago, Leipzig was the scene of a bloody battle.
Source: Faktisch eine der zuhöchst demütigenden Niederlagen der napoleonischen Armee.|Result: in fact , one of the <unk> defeat of the napoleonic army . <eos>|Target: In fact, it was one of the most humiliating defeats of the Napoleonic army.
Source: Was repräsentiert der Betrug bei Krankmeldungen?|Result: what represents fraud at <unk> ? <eos>|Target: What is sick leave fraud ?
Source: Nach den Familienbeihilfen nehmen UMP und Regierung nun die Krankmeldungen in Angriff.|Result: after <unk> , <unk> and government are now attacking the <unk> . <eos>|Target: After allowances, the UMP and the government are launching an offensive against sick leave.
Source: Nicolas Sarkozy wird am Dienstag, den 15. November in Bordeaux eintreffen, um eine Familienbeihilfekasse aufzusuchen und eine Rede über das - bereits seit 2007 stets wiederkehrende - Thema des Kampfes gegen sozialen Betrug sowie wirtschaftliche Abhängigkeit vom Staat vorzubringen.|Result: nicolas sarkozy will arrive in bordeaux on tuesday 15 november to visit a <unk> and to raise a speech on the subject of the fight against social fraud , which has been recurring since 2007 , and economic dependence on the state . <eos>|Target: On 15 November, Nicolas Sarkozy will be in Bordeaux to visit a family allowances allocation fund and to make a speech on this subject, which has been recurring since 2007, concerning the fight against social assistance fraud.
Source: Um diesen Angriff zu begleiten, der von dem Bestreben ausgeht, die Wirtschaft in einer Härteprobe zu unterziehen, auf der anderen Seite jedoch nicht minder Vorbote einer Achse der rechten Präsidentschaftskampagne darstellt, will sich die Mehrheit auf Arbeitnehmerkrankmeldungen konzentrieren.|Result: however , in order to accompany this attack , which is based on the desire to transform the economy into a <unk> , on the other hand , it is no less a harbinger of an axis of the right - wing <unk> , the majority wants to focus on <unk> . <eos>|Target: And to help this offensive stemming from a desire to make economies in the context of constraints, but which also forms part of the presidential re-election campaign, the majority want to concentrate on sick leave.
Source: Zunächst mit haushaltswirtschaftlichem Ziele: die Regierung visiert die Einführung eines vierten Karenztages vor Berücksichtigung einer Krankmeldung bei Arbeitnehmern im Privatsektor an.|Result: first of all , with <unk> objectives : the government <unk> the introduction of a fourth <unk> system , taking into account a <unk> of private - sector workers . <eos>|Target: First and foremost, with a view to budgetary economies, the government intends to impose on private employees a fourth day of unemployment before the start of unemployment benefit
Source: Auf gut Deutsch bedeutet dies, dass ein erkrankter Arbeitnehmer ohne Bewilligung der spezifischen Firma den Lohn von vier Tagen verlieren würde, somit also mindestens 15% seines monatlichen Einkommens.|Result: in a good german sense , this means that a <unk> worker would lose the wages of four days without the permission of the specific company , so at least 15 % of his monthly income . <eos>|Target: Clearly, without the specific consent of the employer, an employee falling sick will lose four days' pay equal to at least 15% of his/her monthly income.
Source: Eine Maβnahme, die laut der Tageszeitung"Les Echos" Zorn heraufzubeschwören droht, jedoch dazu verhelfen würde, 280 Millionen Euro einzubringen.|Result: a <unk> that , according to the daily newspaper " les echoes " , threatens to provoke anger , but would help bring eur 280 million . <eos>|Target: A measure, which threatens to arouse anger, but which, according to Les Echos, would produce a saving of 280 million Euros.
Source: Und die mit einer anderen Maβnahme eher symbolischen Charakters einher ginge: den Staatsbeamten einen unvergüteten Karenztag im Krankheitsfalle einzuräumen (bislang gibt es für sie, im Gegensatze zu den drei Karenztagen im Privatsektor, keinerlei Karenzfrist).|Result: and this would be accompanied by another <unk> rather symbolic character : to give the <unk> a <unk> <unk> in the <unk> ( so far there is no <unk> for them , in the <unk> to the three private - sector <unk> ) . <eos>|Target: And which would be accompanied by another measure with a more symbolic effect, namely, the imposition on public employees of one day's wait for benefit payment in the case of sick leave (public employees have not hitherto had to wait for the payment of benefit, as against a three days' wait by private employees).
Source: Währenddessen diese Fragen in der Diskussion stehen, entfacht die Mehrheit ebenfalls von neuem die Betrugsthematik, wobei diesmal auf den mit Arbeitsabsenz verbundenen Missbrauch abgezielt wird.|Result: in the meantime , these issues are discussed , the majority is also <unk> by the <unk> , with this time targeted at the abuses associated with <unk> . <eos>|Target: Now that these questions are being discussed, the majority are also relaunching the subject of fraud, targeting abuses linked to medical certificates.
Source: "Kontrollen werden wesentlich wichtiger sein, und darüber hinaus sind diese rückzuvergüten, wenn dies gefordert wird", warnte Xavier Betrand am Sonntag, den 13. November vor dem Mikrophon des Senders RTL.|Result: " controls will be much more important , and moreover , if this is called for , " warned xavier <unk> on sunday , 13 november before the microphone of the channel rtl . <eos>|Target: "The controls will become more rigid and in addition, if you are caught, you will have to repay any non-legitimate benefit received," warned Xavier Bertrand on RTL on Sunday 13 November.
Source: Wie auch in anderen Fällen scheinen die Auswirkungen dieser Meldung hinsichtlich der Realität von betrügerischen Handlungen im Bereiche der Krankmeldungen ein wenig unproportioniert.|Result: as in other cases , the impact of this notification on the reality of fraudulent acts in the field of the <unk> seems to be a little more <unk> . <eos>|Target: As in other cases, the effects of the announcement appear a little disproportionate to the reality of medical certificate-related fraud.
Source: Diese ist in der Tat bereits seit 2002 Gegenstand permanenter Beobachtung sowie politischer Offensiven, die am häufigsten Früchte getragen haben.|Result: this has indeed been the subject of permanent monitoring and political offensive since 2002 , which have been the most widely borne fruit . <eos>|Target: This has actually been monitored constantly since 2002 via political offensives, which have usually borne fruit.
Source: Die Franzosen sind nicht mehr häufiger krank als Personen anderenorts in Europa.|Result: the french are no longer more sick than people elsewhere in europe . <eos>|Target: The French are no sicker than people elsewhere in Europe.
Source: Verweilen wir jedoch zunächst bei den landesweiten Ziffern.|Result: however , let us start with the national figures . <eos>|Target: Let us first of all look at the national figures.
Source: Laut der Landeskrankenkasse CNAM wurden im Jahre 2006 mehr als 237 Millionen Euro Tagesabfindungen ausgezahlt.|Result: in 2006 , more than eur 237 million were paid out according to the <unk> <unk> . <eos>|Target: According to the Caisse nationale d'assurance maladie (CNAM), over 237 million Euros of daily compensation were paid in 2006.
Source: Gemäβ des Wirtschaftsforschungs- und Dokumentationsinstituts des Gesundheitswesens stellten die Tagesabfindungen im Jahre 2008 mit 11,3 Milliarden Euro 5% der Gesundheitsausgaben dar.|Result: <unk> of health care and health care was the <unk> in 2008 , with eur <unk> billion of the <unk> . <eos>|Target: According to l'Institut de Recherche et de Documentation en Economie de la Santé,the daily compensation expenditure in 2008 at 11,3 thousand million Euros, was 5% of total health expenditure.
